user_id,user_location,traveler_type,review_title,review_date,review_score,review
A TripAdvisor Member,,Families,Wow what a view,"October 25, 2017",5,Well the 360 degree views from the viewing platforms are amazing. Highly recommend a visit here the photo opportunities are outstanding!
Michael C,"London, United Kingdom",Families,Fantastic views,"October 25, 2017",5,Luckily it's not high season so we didn't have any problems exchanging our vouchers for tickets and getting a good viewing slot. All the queues were short so it wasnt too long before we were taking in the stunning views. The weather was perfect so...More
petti4,"London, United Kingdom",Families,Great views of the city,"October 25, 2017",5,"Loved this building! Didn't need to wait too long, great views, highly recommend. Didn't visit other viewing places so can't compare, was great to be able to be outside"
Hazel K,"Stoke-on-Trent, England, United Kingdom",Families,Amazing,"October 25, 2017",5,"We went to the top of the rock at night time and it was truly amazing ,well worth a visit there bars and cafes and gift shops to explore , even the lift journey to the top was great , had our pics taken to"
MoniqueS20,"Ottawa, Canada",Families,New York City Explorer E-Pass at Costco for NY City Attractions will save lots of money,"October 25, 2017",5,7 family members wanting to see several attractions in NY can get very expensive. We purchased the New York City Explorer E-Pass at Costco for $114.99 (tax included) and we more than got our money's worth. You can use your pass to see 4 of...More
quick-set-YYZ,Toronto,Families,A Highlight....Despite The Bad Weather,"October 24, 2017",5,We weren't expecting much as it had started lightly raining and was quite cloudy. The attendants were basically saying as much downstairs saying people could refund their tickets for another time if they wanted. We were locked in our slot though due to a short...More
Nicola2005,,Families,"Amazing, night time view. ","October 24, 2017",5,"We visited at 5pm on a rainy evening. The 1st ticket available was 7.30pm and we were told that due to weather the view was partial.
By 7.30pm the weather had improved and we were rewarded with an amazing view.
I would recommend a visit...More"
dbphoto1981,"Albufeira, Portugal",Families,Great views,"October 24, 2017",5,"Great views from the too, only 10 minutes from ticket to top and plenty to see on all sides and levels. Not busy at all and great helpful staff. Very easy to get around with stroller."
22Disappointed,"Craigavon, United Kingdom",Families,A great alternitive to Empire State!,"October 24, 2017",5,"I used one of my Gray Line bus tour attraction vouchers to visit the 'Top of the Rock' and found myself preferring it to the Empire State building! This is subjective obviously and there will be many who feel the opposite. However, I thought the...More"
Dale N,,Families,Went on a misty day....,"October 23, 2017",5,"with my 12-year old grandson. We saw everything and at times, we were the only ones there. My grandson had lots of questions about building of the docent, who was very affable and informative."
AberdeenEJ,"Aberdeen, United Kingdom",Families,Great views,"October 23, 2017",5,"Unobstructed views in all directions overlooking most key locations. Pre booked, queues were small and time slot given was perfect."
John M,"Dublin, Ireland",Families,A must do when in NY with very slick photography experience.,"October 23, 2017",5,Once we entered the Rockefeller Centre it was not very obvious how to get a ticket. You have to go to the shop and buy a ticket and then present this ticket in a different part of the building to get to the Top of...More
Daninska,"Winchester, United Kingdom",Families,A memorable visit,"October 23, 2017",5,"We'd heard and read a lot of comparisons between Top of the Rock and Empire State, and so decided we'd visit both and compare. We reached the Rock at around 10.30am on a Sunday and were in and out in an hour. The cost was...More"
Karen M,"Phoenix, Arizona",Families,Stunning views,"October 22, 2017",5,We went to Top of the Rock Observation Deck one evening after dinner. The views were spectacular. First you have to buy your tickets. They are times so you might want to get your tickets then get a bite to eat or something while you...More
telfordjule,"Telford, United Kingdom",Families,"Fabulous views, no queues!","October 22, 2017",5,"If you have to choose between Empire State Building and Top of the Rock choose this place, timed tickets mean you sail through without the queues. There are also drinks and snacks available on the viewing floor, unlike Empire State."
Truck_MG,"Woking, United Kingdom",Families,Trumps Empire state ,"October 22, 2017",5,"From previous experience arriving from Uk day before you wake up early, so we booked for 8:30 am, went straight up no queues great view all around, I prefer this to Empire State as you get to view Empire State and Central Park. We also...More"
lollygobbleblissbom,Adelaide,Families,Sunset a must!,"October 22, 2017",5,"To be on top of the world & watch the sun go down, the light change on the Empire State building & then to see it light up is spectacular!"
Mandyg2011,"Woking, United Kingdom",Families,Sun and stars tour,"October 21, 2017",5,We bought he ticket before coming to New York and paid for the sun and stars ticket which gives you access at a set time during the day and you can return same day after sunset. I would recommend early morning when the crowds aren’t...More
Christian S,"Guayaquil, Ecuador",Families,Best place to look at Manhattan Skyline,"October 21, 2017",5,"Without a doubt this is the place that offers the best views over Manhattan. Worth the cost to visit
Forget about Empire State or other observatories.
This is the place to go if you want the best views"
Y8010FUmariem,"Perris, California",Families,Top of the Rock Experience,"October 20, 2017",5,This is my 3rd visit to NYC and 1st time I experienced the Top of the Rock. The views are amazing! Staff was very helpful as well.
alicesherwood,"London, United Kingdom",Families,Best view I've ever experienced,"October 19, 2017",5,Our hotel concierge told us to go to the Top of the Rock rather than the top of the Empire State because it's higher up and then you get a view of the Empire State which was such valuable information. We picked the best time...More
CACACKS,,Families,Beautiful views ,"October 19, 2017",5,To of the Rock was an awesome experience. The views at night were amazing. I can't speak for the day time but I am sure they are amazing too. The observation decks are 3 different levels and outside. If you are afraid of heights it...More
Jonathan H,"Nottingham, United Kingdom",Families,Brilliant views of the City,"October 19, 2017",5,"Around $33 per person to go to the Top of the Rock, which sounds a lot but I reckon was worth while for the view alone.
We went up on a Glorious Autumn afternoon and the view was spectacular.
It's a great way to see...More"
Steve M,,Families,A must for the views of Central Park and the Empire State building,"October 19, 2017",5,As good as the Empire State for views and three levels to view from. Awesome views of central park and the Empire State building itself. The trip in the lift is an experience in itself as you look up through the roof of the lift...More
Erin M,"Johannesburg, South Africa",Families,Great at night,"October 19, 2017",5,We accessed Top of The Rock with our Go City passes. We still had to wait in a line of about 10 people though. We went up at around 10pm and the views and the lights were spectacular. What’s nice about Top of The Rock...More
Goggies,"Scotland, United Kingdom",Families,Great,"October 19, 2017",5,We went to the observation deck after ice skating at the Rockefeller. It was dark so great to see New York at night lit up. It was busy but the queues for the lifts go quickly. Would recommend.
cazzaphinn,"Glasgow, United Kingdom",Families,Stunning,"October 19, 2017",5,"So glad we did this.
Had considered booking the day and night ticket however checked out sunset on Google and booked a ticket for 45 mins before meaning we got up when it was light and watched the sunset and the lights come on. It...More"
alohadwayne,Waipahu,Families,What a view!,"October 18, 2017",5,"It wasn't my first time to NYC, but it was my very first time to visit Top of the Rock. The view up there was amazing. My sister and I sat on a bench for a while just to take it all in. And it...More"
mary d,"Worcestershire, United Kingdom",Families,Rock All Day!,"October 18, 2017",5,"If you want a 360 Degree view of New York City then I suggest you visit ""Top of the Rock Observation Deck at the Rockefeller Centre. Its has two levels, and you can stay and admire the city for as long as you like. Take...More"
Anthony L,,Families,Love it! Worth it!,"October 18, 2017",5,"I think it's worth it as I come exactly the correct time. Children below 5 years old are free. Adults are $34 each and seniors are $32 each.
If you have only one entry do choose a time at 5.15pm-5:30pm for your entry time. As...More"
TLSquared,"Brampton, Canada",Families,Better deal than Empire,"October 17, 2017",5,"Great view that costs less than Empire State Building and line up is not as long, would recommend if you just want to save $ as I don't feel Empire is worth the cost to be honest. It's like going up the CN tower...meh"
hmsacra,Brazil,Families,Great Views,"October 17, 2017",5,"Great views. Incomparable view to Central Park and to Empire State. For me, better views than Empire State."
Per H,"Copenhagen, Denmark",Families,The number one must in NYC,"October 16, 2017",5,Whaauuuuu..... Easy ticket ordering on the homepage. Quick to enter and bypassing the ticket queue when getting there. Quick and easy security check. Fantastic lift ride. The observatory is gorgeous. What a view over all the boroughs of NYC. Go there!!!
Paul O,"North Wales, United Kingdom",Families,The best of the observation decks,"October 16, 2017",5,"took the kids up to the top of the rock to get pictures of downtown & the Empire State building, not crazy expensive, not much of a queue as they have timed tickets, good views from the top, what more can you want"
Penelope-anne M,Barcelona,Families,Fantastic view,"October 16, 2017",5,View was fantastic and we thought better than the Empire State. Staff on duty offered to take photos of our group
haveboozewilltravel,California,Families,My Vote for Best All Round View in Manhattan,"October 16, 2017",5,"I have been to the Empire State Building twice in my life and now a second time to Rockefeller Center. The views from the top are spectacular at both locations, but Top of the Rock is the best. The view to the north above Central...More"
Sheri Y,"Succasunna, New Jersey",Families,Beautiful view,"October 15, 2017",5,"We did this at night and saw the lights of the Empire State Building, Times Square, and the rest of the Manhattan skyline. So romantic!"
RachelfromtheOC,"Laguna Beach, California",Families,Better view than the Empire State Building,"October 15, 2017",5,"If you don't mind missing the ""iconic""-ness of the Empire State Building, but want a panorama of the New York skyline without the same line--this is your must do. My kids liked this better than the Empire State Building because they were into 30 Rock...More"
CoolTravelGuyIsrael,Israel,Families,Outstanding city views,"October 15, 2017",5,"Great 360 views of NYC... recommended time to visit is late afternoon - early evening when city starts to light up... Also don't be lazy and go up to the upper decks.. better views and less crowds...
Attraction is highly recommended ..."
Uslot216,,Families,Outstanding ,"October 14, 2017",5,This is a must do on a visit to New York! Not only is the whole plaza stunning but going to the top is breathtaking. We had pre booked our tickets so went straight up to the elevator. The ride to the top was very...More
tina r,"London, United Kingdom",Families,Family celebration,"October 14, 2017",5,Fabulous views. Great food. Wonderful staff. It's a must. Go for drinks at 6.30 and ask to sit by the window. You see the sunset and views of Empire State are magnicent we had dinner which was very good value. After dinner we went outside...More
CesarCal,Lima,Families,Amazing Experience!,"October 14, 2017",5,"It's a must on your visit to NYC. As people recommend, it's preferable to go there at a sunset time. If you buy the VIP tickets, you can skip the line to take the elevators, up and down, and it's worth it when you are...More"
Bubiana,"Umina Beach, Australia",Families,Wow,"October 14, 2017",5,"Highly recommend a visit to the top of the rock over the Empire State Building. What an absolutely stunning view of the city!
We booked tickets for the early morning and were one of the first up there, so essentially had the whole place to...More"
Mytravel-7202,"Melbourne, Australia",Families,Great views ,"October 12, 2017",5,Loved the views. Went here during the day to get a picture of the size of NY. Well organised and kept flowing. Was busy with big lines. Toilets available. Worth doing
Jenni L,"Nottingham, United Kingdom",Families,Better than the Empire State,"October 12, 2017",5,"The view form the top of the rock is, in my opinion, better than from the Empire state. Not only do you actually have the Empire State in view (which is arguably the most iconic part of the skyline), but the viewing deck is much...More"
Andrew B,"Hereford, United Kingdom",Families,Stunning Views,"October 12, 2017",5,Beat the queues and go early morning and get a dual after dark ticket and come back again then. Save money and skip the Empire State but do this and One Word Observatory
50tjc,"Rochford, United Kingdom",Families,great view,"October 12, 2017",5,"We think going to the top of the rock gives you a better view of NY than from the top of the Empire State.
Its not cheap -With current exchange rates so poor it cost us £82 for three people but when visiting the city...More"
FelocinNF,"New York City, New York",Families,"Expensive, but worth the view","October 11, 2017",5,"A spectacular location, it is pricy but well worth it. You get a 360 degree view of the city, including a spectacular view of Central Park. Pay extra for the combo tickets and revisit at night for an amazing night view."
MCNAbf,"Columbus, Indiana",Families,Worth every penny,"October 11, 2017",5,It's 1776 feet up with two levels of observation and views. Even if you don't like heights I don't think you would want to miss this. Its very safe feeling and you cannot get right up next to the windows so you don't have the...More
etaurins,"New York City, New York",Families,The best view of NYC,"October 11, 2017",5,"I am a native New Yorker and I have been to the other scenic views and this is the best.
You get to see the city from its center. Awesome!!!"
Monabhi29,"Gurugram (Gurgaon), India",Families,Good evening ,"October 10, 2017",5,"Booked the tickets of 5 pm and were there for about 1.5 hr . Noon view , sunset view and lighting view enjoyed all ."
siobhan170,"Birmingham, United Kingdom",Families,Stunning night view,"October 10, 2017",5,"We got there for 7pm just as it was going dark - Perfect - what an amazing view, The skyline of New York at night - you just cannot beat"
wendy s,,Families,Mesmerizing,"October 10, 2017",5,the view from the top was amazing and captivating. I used to be scared of heights but the time i stood there forgot i was. the view of the city was very nice!
Terri B,"Toronto, Canada",Families,What a surprise ,"October 10, 2017",5,"When we arrived in New York, we bought a city pass which gives you admission to several attractions and a bus tour, which we took one night. The bus tour wasn't special, really just like riding transit,but it did take us from one place to...More"
lottal914,,Families,Great views!,"October 9, 2017",5,Much nicer than Empire State Building. Loving the view over Central Park. Went there on a monday morning - no long lines.
Nasirfazal,,Families,Amazing views!,"October 8, 2017",5,The lift the top is really fast! Best to go up there to watch sunset! Just amazing views. Night views even more awesome.
coopergirl2016,"Bristol, United Kingdom",Families,Top of the world,"October 6, 2017",5,"The views are amazing and you can capture new York from all areas.well worth a visit as is the tour done by a local. There's a gift shop as well as other shops within the rockerfeller centre including Starbucks,NBC. You can't come to the big...More"
James O,,Families,Best observatory deck,"October 6, 2017",5,"After carefully chose between Top of the Rock, One World Observatory and Empire State Building - both of them have pluses and minuses, I never regret that I chose Top of the Rock. It has quaint wall decorative. Also there was 3 layers of observatory...More"
Gail M,"Hamilton, Illinois",Families,What a view!,"October 4, 2017",5,Top of the Rock at night was a major wow during a 5 day visit to NYC. The view was gorgeous. The 10:15 pm tour was not crowded and we thoroughly enjoyed the experience.
VDMK4in1,"Navi Mumbai, India",Families,Woooow,"October 4, 2017",5,We felt very sad but after reconstruction it's very proud moment that we never demoralized after such a huge attack.it is worth to go there.
Juanito K,,Families,Lovely view,"October 3, 2017",5,Our visit in New York is so memorable and this experience added more to it. The views are stunning. We saw almost a 360 view of New York
Nicole S,,Families,THIS was the best view!,"October 3, 2017",5,"This was the best view, a wait to get up but well worth it, unfortunately we had a lot of building going on so the view was not as good, but so many angles, make sure you go up the additional lift! Could be excellent...More"
Skip K,Wyoming,Families,Best views,"October 3, 2017",5,You can see more of NYC from this location than the other two tall buildings .The Queing system was a jumbled but overall went ok.
annamariamN6766RA,"Charlotte, United States",Families,Great views from Top of the Rock,"October 3, 2017",5,We got the best views of New York by visiting Top of the Rock. Take in all of New York from this viewpoint. It's worth the price.
ling4dj,"New York City, New York",Families,Great for family,"October 3, 2017",5,Got tickets online ahead of time so didn't have to wait. The elevator ride itself was worth it - quite an experience! The video display upstairs was awesome. Took out time and got an ipad so the kids can learn about different buildings. Sunset was...More
Trevor O,,Families,brilliant,"October 3, 2017",5,we purchased the vip passes and well worth it!! you can skip the lines and go straight up. view is phenomenal. vip pass also allows flexibility in terms of you’re not booked in for a certain time but earlier the better as it’s quieter. just...More
evelynrios174,"New York City, New York",Families,Top of the Rock,"October 3, 2017",5,Great view and experience .. The view was exceptional I recommend this also at night to see the beautiful city
chrisipadzwo,"Burgwedel, Germany",Families,ONCE in a lifetime...,"October 3, 2017",5,"...you have to be there. Absolutly fantastic view, any time of the day.
You can download the free app and get the tickets on your mobile, so
you mustn t wait in a row for the tickets. That saves you half an hour.
Nevertheless we...More"
Nicky H,"Sydney, Australia",Families,An amazing view of NY.,"October 1, 2017",5,My family and I headed up the Rock at 11pm whilst in NY and took the most incredible photos of The Empire State Building. Do it at night.
Michelle G,"Miami Beach, Florida",Families,Just stunning ,"October 1, 2017",5,"Crazy expensive but stunning almost the cost of a lavish meal for 3. Long lines to get on and off the elevator but incredibly well kept, kind professional Staff"
694cheryl,"Southampton, United Kingdom",Families,Rockefeller,"October 1, 2017",5,"You get the best views of New York from
All four angles of the building gets you over fear of heights"
Minnesota_girl55104,"Saint Paul, Minnesota",Families,Top of the Rock - night view,"September 30, 2017",5,"My granddaughter and I decided to view NYC from the Top of the Rock at night. It was a bit rainy and we were told the view would not be good, but because of time limits, we went anyway. Awesome! The rain stopped, the night...More"
mrsgav,"Stirling, United Kingdom",Families,Great experience,"September 30, 2017",5,Booked a time slot online but there was no visibility on our day. Easy to swap tickets and went next day instead. Just show up at your allocated time and in you go. Ten mins to get through security etc and you're off.
Pauline B,"Southampton, United Kingdom",Families,The best views ever.,"September 30, 2017",5,To see all of Manhattan was a huge treat for us. The Empire State Building was great to see amongst the other famous buildings.
jason1504,"Vancouver, Canada",Families,I liked the view,"September 29, 2017",5,"I liked the view better than that of Empire state building. If you are short, you can get a clear view because it has glass walls, but in empire state building, the walls are brick almost up to your stomach(if you are 160cm tall). The...More"
B L,,Families,Stunning!! ,"September 28, 2017",5,"First time to NYC and this was my favorite thing we did! Unbelievable, breathtaking views. The trip up was very cool and you don't even feel you're going up in the elevator. An absolute must when in NYC!!"
Sharmayne S,"London, England",Families,Amazing View!!!!!!!,"September 28, 2017",5,I bought the sunset ticket where you can go again later in the day within 24 hours of the first visit. I could really have just gone before sunset and saved some money but never mind. Anyway the was amazing. People always ask where to...More
scouse_ste,"liverpool, england",Families,Best view of nyc,"September 28, 2017",5,The NYC skyline at night needs to be seen from the top of the rock. The advantage of the rock to the Empire State builidng is that you can see the Empire State lit up at night from the rock. Quick security process and staff...More
Colin G,"Glasgow, United Kingdom",Families,Do it at night!,"September 28, 2017",5,"We did this at night (we'd done Empire State in the morning) and it was stunning. The New York skyline lit up on a clear night is a sight that will stay with you.
The entrance through the building, with its Art Deco features, is...More"
jacquelineelysee,"London, United Kingdom",Families,Breathtaking view .....,"September 28, 2017",5,Best time to view is at dusk . Very well organised to get to the observatory deck. As soon as we got there we were astonished at the view and after 15 minutes nightfall sets in. Beautiful to see the whole of the city lit...More
Cynthia R,,Families,Love the elevator!,"September 28, 2017",5,We visited at night since we had done the Empire State Building observation deck by day. This deck wasn’t as high but it still offered good views of the city.
CommodoreFan,"Kennesaw, Georgia",Families,Top of the Mornin',"September 27, 2017",5,"Get there when it opens to avoid the lines and crowds, though it's probably never as crowded as the Empire State Building. This is a fantastic spot from which to view the ESB and Central Park and all of Manhattan. We stopped there at 8am...More"
Sharon S,,Families,Beautiful ,"September 27, 2017",5,Great view from the top. We went on a cloudy day and still could see a lot. We tried to go at sunset... Way too many people!!!
Mani1810,"Fremont, California",Families,Spectacular!,"September 27, 2017",5,"You must visit the deck if you are in NYC. If you have to spend money, do it visiting the Observation Deck rather than the top of the Empire State; you get a 360 view of the city!! Recommendation: buy your tickets in advance on-line,...More"
diadour,"Bronxville, New York",Families,Better than the Empire State Building!,"September 26, 2017",5,"I've always gone to the Empire State building because of it's popularity, until I got to the top of the rock observation deck. In my opinion it is much better and the view is spectacular."
milena p,Italy,Families,Really to the top!,"September 25, 2017",5,"We've seen several views of New York's skyscrapers during our stay in this beautiful city ... but the view from ""top of the rock"" by night is really unique! If not only because it allows you to see the Empire illuminated that always remains, I...More"
ancas15,,Families,Top of the Rock Observatory,"September 24, 2017",5,Less busy than Empire State Building. View from the top is excellent. Great fpr taking pictures. You are not rushed and you can take your time
jignasha2,"Milton Keynes, United Kingdom",Families,Love this place!,"September 22, 2017",5,The best time to visit is just before sunset and stay till after the sun has set. Take lots of pics and see the difference!!! Seeing the sun setting and buildings beginning to light up is amazing. Well worth a visit.
gloria k,,Families,Impressive City View,"September 22, 2017",5,The ride on the elevator is a New York City history review. It is impressive to see how our city has change and growth into the beautiful city that we enjoy now.
S.A. from Essex,,Families,Must do in NY,"September 21, 2017",5,"Amazing skyline views of New York from here. If u have time to see views of New York from one skyscraper, this is the one to go to. Beautiful pics from all sides of all the iconic buildings of New York. Had to drag my...More"
frettingmom,"Stillwater, Oklahoma",Families,Spectacular Views,"September 20, 2017",5,"I think this is common knowledge, but it's worth saying again. If you want to see a fantastic NYC skyline, don't miss this one!
Rockefeller Center is located in Midtown. Tickets are readily available downstairs in the concourse for $55 for adults, $35 for children,...More"
LaurenTucker1994,"Bath, UK",Families,Sun and Stars Package,"September 18, 2017",5,"We purchased the Sun and Stars package again, and got military discount on this.
We visited before breakfast at around 8.30am, and some of the only people up there, straight in the lifts, no waiting around, was great! The light was great Manhattan side, but...More"
richard o,"Birmingham, United Kingdom",Families,breath taking,"September 17, 2017",5,best view of the city close up and very well organised with no pressure of having to leave ! best photo of the empire state from here and a good feel of the city !
Barbara H,"Sydney, Australia",Families,Best view of New York,"September 16, 2017",5,"This is the best view of New York. We had been up to the observation deck in The empire State Building but we all agreed the view from here was superior. Central Park, Chrysler Building are spectacular seen from here."
Mark G,,Families,Go in the day to see Central Park,"September 16, 2017",5,"We booked a couple of days in advance for the tour and Top of the Rock. I have to say the tour was better than the Top.
I was fortunate that the lone was not big - I could see plenty of capacity for it...More"
Isabel Sandra M,"Middle Village, United States",Families,It surprised me!!!,"September 15, 2017",5,I went here a couple of years ago and was shocked at what a great experience it was. For me it has always been the Empire State Building and the Twin Towers. I returned this year with friends that came in April and I had...More
GUYNEWFOREST,"New Forest National Park Hampshire, United Kingdom",Families,Thank you Mr Rockefeller. What a view.,"September 15, 2017",5,"We chose Top of the Rock over the Empire State and One World Observatory, as it is more centrally located on Manhattan Island and offers the best views of Central Park and to the north. And we were not disappointed.
The ticketing system is slick...More"
Rebecca L,"Auburn, California",Families,Breathtaking sunset and night skyline on 9/11/2017.,"September 14, 2017",5,"My daughter and I reserved tickets for a 6:35 ascent and we were up there for an hour! Great to have the Empire State Building and Central Park in our photos! We got great sunset shots, used the restroom, and were about to head down...More"
Herbie00,Essex,Families,"Amazing view, it's a must when in New York","September 14, 2017",5,Fantastic views of New York definitley a must in New York. We loved the lift going up to the top watching the video on the way up and down.
Steven W,"Christchurch, New Zealand",Families,Stunning views at the Top Of The Rock.,"September 13, 2017",5,One of the 3 buildings we went up the views are stunning at the Top Of The Rock especially at night.
Ali C,"Southampton, United Kingdom",Families,Cracking views,"September 13, 2017",5,"My family and I visited the tower when we were on our trip to NYC.
We had a 6 month old with us who we had in baby carrier for our ease. Strollers are allowed at the tower.
The views of the city are outstanding,...More"
Mina1122,"New York City, New York",Families,Worth it,"September 13, 2017",5,"The view of Central Park is picturesque. A view of anything on the ground is just better than from the Empire State Building, for example. Rarely do you have to worry about foggy days. The admission process is less crowded and well-organized, not to mention...More"
mysterie91,New York,Families,Amazing views. A must do!,"September 13, 2017",5,We booked for 10am and it was busy but not crazy. It's a little hard to find the right spot once entering the Rock Center building - could use better signage. The wait to go up wasn't long at all - maybe 15 minutes tops....More
PhilJR70,"Southampton, United Kingdom",Families,Best viewing deck in NYC,"September 13, 2017",5,"Stunning views from the top. Beautiful building, and a great view of the Empire State, Central Park and all the way down to lower Manhattan."
KerryChadA,"New York City, New York",Families,Local review,"September 13, 2017",5,After living here for twenty years I finally went to the Top of the Rock. I wasn't expecting much because I'd been to the top of the Empire State Building several times. The actual view here is simply spectacular. Mainly because you can see the...More
TSANAND1976,"Hyderabad, India",Families,Visit to Rockefeller center,"September 13, 2017",5,"I would definitely recommend this a must do in addition to either One world Observatory/ Empire state Building. Skip the line by booking online, sometimes they sell limited no of tickets. The B/D/F/M lines of subway will take you to the Rockefeller center metro station...More"
JGSF5,"Glasgow, United Kingdom",Families,Stunning Views,"September 12, 2017",5,Beats the Empire State Building hands up in my opinion! Spacious viewing decks afford superb views - believe it or not - the Empire State Building; Manhattan and towards the Statue of Liberty. Excellent stuff!!
Husky B,"Seattle, Washington",Families,Go early!,"September 12, 2017",5,"We went early on a Friday (9:00am) and the place was nearly empty. Maybe 150 people on all 3 observation decks. Staff was super helpful and friendly. No serpentine lines, no extended waits for elevators, no crabby staff. Decks were big, open and best of...More"
Marilia L,"Sao Paulo, SP",Families,Best view,"September 12, 2017",5,"I wasn't certain whether I should go to Top of The Rock or Empire State, but I'm happy I chose the first. The view is amazing and you get to see central park + the architecture of Empire State. There wans't any lines and we...More"
Scarrface,"Ashington, United Kingdom",Families,Great panaromic views of New York,"September 12, 2017",5,Great place to see across Manhattan and across to the Statue of Liberty. There are queues at every point and the usual shop at the end. I loved the fact that you can get an unimpeded view from the upper level for photographs.
Rich J,"Southampton, United Kingdom",Families,Worth the view!,"September 12, 2017",5,I was always sceptical about visiting this as I had already been up the World Trade Centre and was going to be up the Empire State.......but I am very glad I did. The view is amazing and unlike the others there is plenty of room...More
Eric M,,Families,Simply the best of all City Views,"September 12, 2017",5,"If you´ve got only one option for getting on top of things in manhattan, don´t mis this one - it´s much better than anythinhg else for great Midtwon AND Crentral Park views."
DazzyT1970,,Families,View from the sky,"September 11, 2017",5,Really interesting .Aaron the tour guide was really interesting and funny.Made the tour more enjoyable and entertaining.Now I realize what the saying mean .Who do you think you are? Rockefeller.
Hyacinth03,,Families,Superb,"September 11, 2017",5,"What a fantastic place to look out over New York!
We went early and the queues weren't bad. We'd bought an Explorer Pass and the line to get tickets using that was short, maybe a 5-10 min wait max.
We had been told it was...More"
Naomi M,,Families,Beautiful,"September 11, 2017",5,We went to the top of the rock during the evening and it was amazing! Totally worth doing and going to. You get a beautiful sky line view from 3 different observations.
jen1105,"San Diego, CA",Families,Great views of Manhattan,"September 10, 2017",5,My family and I visited Top of the Rock at lunchtime on a Friday in late August. The crowds were pretty small and we didn't have lines to go up to the observation deck. There are two different viewing levels. The lower level allows for...More
Missuscoops,"Bury St. Edmunds, United Kingdom",Families,Amazing views,"September 10, 2017",5,"We had done both this and the Empire State building, as much as i love the views from the Empire State, i would have to say this offers better. Uninterrupted views as you are looking through glass walls instead of metal railings and different balconies...More"
HotCharlie,"Guernsey, United Kingdom",Families,So pleased we did this!,"September 10, 2017",5,"There are many elevated viewing options in New York but this is one of the best! This was my fourth visit to NYC & I've previously chosen other viewing platform options, but this one is brilliant. Great views of the Empire State Building & Central...More"
hollymarie996,"Northampton, United Kingdom",Families,Amazing views,"September 9, 2017",5,"Offers amazing views, better than the Empire State I thought as you want that in your New York skyline shot! Staff all very friendly and happy! Great time!"
Kate W,"Reading, United Kingdom",Families,sunset and lights,"September 9, 2017",5,recommend getting a timed ticket 30 mins before sunset and you get 3 times of day and endless photos as the city is bathed in pink light then darkens and twinkles as all the lights come on
jedi42,"Glasgow, United Kingdom",Families,Spectacular views of NYC,"September 9, 2017",5,"Went on a beautiful clear sunny day about noon, we did not have to queue for our tickets and walked straight on to the elevator. The views from the top are fantastic of all angles of NYC. Yes the glass panels are a bit grubby...More"
doubletee1,"London, United Kingdom",Families,Better choice than the Empire,"September 8, 2017",5,"Staff are kind and bubbly, the lines well organised and it is not overcrowded at the top. I have visited it twice now and it is always easy to find empty spots and get great pictures of New York. The videos in the lift are...More"
cjcxfile,"New York City, New York",Families,Top of the Rock,"September 8, 2017",5,I took my two god children to the top of the Rock. They are age 12 and 14. It was a clear day and the view was amazing. We especially enjoyed the view looking north at Central Park clearly to the north end of the...More
HrhFlossie,,Families,Worth the effort,"September 8, 2017",5,"Having read the reviews on here, it seems we were very lucky with a visit which was not too crowded. (Tuesday morning).
The ticket queue was short, and we waited 30mins-40mins to get to the top. It was definitely worth the wait and price.
Lovely...More"
Nicole R,"East Lansing, Michigan",Families,It's literally the tops - by Nicole Rovig,"September 8, 2017",5,"The view beats that of the Empire State Building (ESB). Avoid the tv studio tours and head straight up to the top. Great for young people. And a great view of the ESB, especially after dusk when it is lighted."
David S,"Worthing, United Kingdom",Families,"Excellent. Best place for ""The View""","September 7, 2017",5,Really glad we chose to do the Top of the Rock attraction. We had booked on line but got in slightly earlier than scheduled. Airport style security but all was smooth and quick. It was nice not to be given the hard sell of a...More
Joshua J,"Ouanaminthe, Haiti",Families,Doesn't disappoint!,"September 7, 2017",5,"I have no memory of what we paid for this, but the experience was great. The lines were very short, as we went at night for some reason. Seriously, worth doing!"
Ernest C,,Families,Best view of the city,"September 7, 2017",5,Our best pictures from the trip are at the Top of the Rock ! Skip the empire and go right to the top of the Rock
KageyPENS,,Families,Great!,"September 7, 2017",5,I came here two years ago and came back with two people who hadnt seen the view from the TOTR and they loved it. Its ashame there was a yellow skyscraper in the view of Central Park but adjust your camera to miss that out!
TravelRover7777,"Englewood Cliffs, New Jersey",Families,"Great views, very touristy","September 6, 2017",5,"If you want to see the Empire State Building from an equally tall building, this is as good as it gets. Fabulous!!"
trustmyreview2016,New Jersey,Families,"If you go on one observation tower, Go on this one!","September 6, 2017",5,"With Top of the Rock, you get a view of the Empire State building and everything else. With the top of Empire State bldg, obviously you do not get it in your pics. This place is clean, has bathrooms, is organized, not crowded."
Rachel F,,Families,Great views ,"September 6, 2017",5,This was a fantastic alternative to the Empire State Building. Great view and atmosphere. The ticketing is arranged by time slot so it's helpful if you need to have a more structured day planned.
fluffy1784,"Cardiff, United Kingdom",Families,Best thing in New York,"September 6, 2017",5,"Amazing experience, go early there are no queues so don't worry about paying for a queue buster pass. Phenomenal views of New York, spend as long as you want to there - breathtaking!"
Kev R,"London, United Kingdom",Families,family holiday ,"September 6, 2017",5,"beautiful views from the top of the rock which we went in daylight, didnt take long for the ques to go to get up there."
